ling_n_words,ling_speaking_rate,ling_filler_ratio,ling_ttr,ling_repeat_ratio,ling_mean_word_len,ling_n_pauses,ling_mean_pause,ling_pause_ratio,ling_articulation_rate,label,split,anon_id
38.0,0.95,0.02631578947368421,0.8157894736842105,0.0,3.763157894736842,1.0,12.680000000000003,0.31700000000000006,2.862849533954727,1,train,call_1a2f3635b411
52.0,1.3,0.0,0.9038461538461539,0.0,4.673076923076923,1.0,10.800000000000004,0.27000000000000013,3.0167597765363157,1,train,call_1ad99899456c
53.0,1.325,0.0,0.7547169811320755,0.0,4.30188679245283,2.0,5.93,0.2965,3.1693989071038255,1,train,call_1ba56b3cce45
29.0,0.725,0.0,0.9310344827586207,0.0,4.724137931034483,2.0,10.23,0.5115000000000001,2.865612648221346,0,train,call_1bf0aa4d4324
25.0,0.625,0.0,0.88,0.0,4.48,3.0,3.6066666666666656,0.2704999999999999,2.367941712204006,0,val,call_1c1c0cce9fb5
60.0,1.5,0.0,0.8333333333333334,0.0,3.966666666666667,4.0,4.77,0.477,3.7654320987654346,1,train,call_1cc930924760
31.0,0.775,0.0,0.967741935483871,0.0,4.354838709677419,1.0,10.220000000000002,0.25550000000000006,2.733118971061094,1,train,call_1ee2936b46a7
17.0,0.425,0.0,0.8823529411764706,0.0,4.176470588235294,1.0,17.84,0.446,1.5929203539823011,0,train,call_224586045e67
22.0,0.55,0.0,0.8636363636363636,0.0,4.909090909090909,2.0,9.24,0.462,2.477477477477479,0,train,call_22d0f235a47e
30.0,0.75,0.0,0.8,0.0,4.5,4.0,4.540000000000001,0.45400000000000007,3.099173553719012,0,train,call_22eacbc23d18
49.0,1.225,0.0,0.8979591836734694,0.0,4.040816326530612,2.0,10.690000000000001,0.5345000000000001,2.6982378854625546,0,train,call_23991b635849
4.0,0.1,0.0,1.0,0.0,3.25,1.0,31.620000000000008,0.7905000000000002,1.712328767123286,1,train,call_24e1989c4d6d
32.0,0.8,0.09375,0.875,0.0,4.15625,1.0,13.419999999999998,0.33549999999999996,3.0841121495327095,1,train,call_253156878935
40.0,1.0,0.05,0.9,0.0,4.3,1.0,14.060000000000002,0.35150000000000003,3.629764065335756,1,train,call_26be2ced1f65
45.0,1.125,0.022222222222222223,0.9333333333333333,0.0,4.4,2.0,5.879999999999998,0.29399999999999993,3.108465608465609,1,train,call_2741c273bfcc
2.0,0.05,0.0,1.0,0.0,3.5,1.0,13.46,0.3365,2.6315789473684212,1,train,call_290aacdf95ca
43.0,1.075,0.0,0.9302325581395349,0.0,4.906976744186046,3.0,4.28,0.321,2.961432506887052,1,train,call_29a23dea3118
16.0,0.4,0.0,0.875,0.0,4.375,3.0,6.700000000000003,0.5025000000000002,1.6949152542372898,0,train,call_29e423c5b8aa
43.0,1.075,0.0,0.9069767441860465,0.0,4.395348837209302,3.0,4.613333333333334,0.34600000000000003,3.237410071942447,1,train,call_29f2b21b3d8a
35.0,0.875,0.0,0.7714285714285715,0.0,4.228571428571429,0.0,0.0,0.0,1.536435469710272,0,train,call_29fddbedd6a4
21.0,0.525,0.0,0.9523809523809523,0.0,4.285714285714286,2.0,9.13,0.4565,2.3595505617977537,0,train,call_2a34be1bd407
37.0,0.925,0.0,0.8378378378378378,0.0,4.513513513513513,3.0,4.973333333333334,0.37300000000000005,3.015427769985975,1,train,call_2cd6a0b37e59
40.0,1.0,0.0,0.875,0.0,3.8,1.0,12.54,0.3135,2.937158469945355,0,train,call_2d2c74bdeb7b
37.0,0.925,0.0,0.8648648648648649,0.0,4.297297297297297,1.0,13.299999999999997,0.3324999999999999,3.168469860896444,1,val,call_2d4374d86df7
43.0,1.075,0.023255813953488372,0.9302325581395349,0.0,4.813953488372093,1.0,12.219999999999999,0.3055,2.9639175257731964,1,train,call_30c4f6565eec
23.0,0.575,0.0,1.0,0.0,3.869565217391304,4.0,2.89,0.28900000000000003,3.4526854219948846,1,train,call_312805f2b67f
16.0,0.4,0.0,0.875,0.0,3.9375,1.0,9.180000000000003,0.2295000000000001,0.7060900264783762,0,train,call_3332ecee2806
26.0,0.65,0.0,0.8846153846153846,0.038461538461538464,4.923076923076923,3.0,9.18,0.6885,2.350813743218807,0,train,call_349b9fddaff0
34.0,0.85,0.029411764705882353,0.7941176470588235,0.0,4.382352941176471,2.0,8.079999999999998,0.4039999999999999,2.463768115942028,0,train,call_34f4c668dbe8
25.0,0.625,0.0,0.88,0.0,4.64,3.0,6.800000000000001,0.51,2.5406504065040667,0,train,call_35966c559fcc
17.0,0.425,0.058823529411764705,1.0,0.0,5.235294117647059,1.0,14.520000000000001,0.36300000000000004,1.914414414414415,0,train,call_36640e327eaf
34.0,0.85,0.0,0.8823529411764706,0.0,4.4411764705882355,1.0,9.500000000000004,0.2375000000000001,2.8455284552845517,1,val,call_36d72e4b1aef
43.0,1.075,0.046511627906976744,0.9302325581395349,0.0,3.953488372093023,3.0,5.033333333333332,0.37749999999999995,3.284671532846714,1,train,call_373750027ccd
30.0,0.75,0.0,0.8333333333333334,0.0,4.1,4.0,4.13,0.413,2.73972602739726,1,train,call_374f870c8124
49.0,1.225,0.061224489795918366,0.8163265306122449,0.0,3.6530612244897958,1.0,15.939999999999998,0.39849999999999997,4.173764906303237,1,train,call_37e63dcc8185
30.0,0.75,0.03333333333333333,0.8666666666666667,0.0,4.633333333333334,2.0,7.92,0.396,2.72887323943662,1,train,call_387c5493a07f
2.0,0.05,0.0,0.5,0.5,10.0,1.0,13.86,0.3465,0.714285714285715,1,train,call_39880aff21ed
28.0,0.7,0.0,1.0,0.0,5.0,1.0,7.379999999999999,0.18449999999999997,1.7632241813602016,0,train,call_3adbf4ac0f30
20.0,0.5,0.0,0.85,0.0,4.1,2.0,9.030000000000001,0.45150000000000007,2.949438202247192,0,train,call_3b1bf9fab29d
19.0,0.475,0.0,0.8947368421052632,0.0,3.789473684210526,3.0,7.793333333333333,0.5845,3.2258064516129017,0,val,call_3b9afdd4a2df
36.0,0.9,0.05555555555555555,0.9166666666666666,0.0,4.277777777777778,2.0,8.3,0.41500000000000004,2.687411598302689,0,train,call_3ca96b2dd5c4
47.0,1.175,0.0,0.851063829787234,0.0,4.680851063829787,2.0,6.019999999999994,0.3009999999999997,2.8389339513325575,1,train,call_3cd08cbaf55c
27.0,0.675,0.0,0.9259259259259259,0.0,4.518518518518518,2.0,5.499999999999998,0.2749999999999999,2.1880064829821704,0,train,call_3d69be34ef44
18.0,0.45,0.0,0.5,0.0,3.5555555555555554,1.0,5.280000000000001,0.13200000000000003,0.764006791171477,0,train,call_3f3ac4984431
22.0,0.55,0.045454545454545456,0.9090909090909091,0.0,3.409090909090909,2.0,8.930000000000003,0.4465000000000002,2.745995423340964,1,train,call_415d987a1504
22.0,0.55,0.0,0.9545454545454546,0.0,4.2272727272727275,1.0,12.459999999999997,0.31149999999999994,2.860696517412934,1,train,call_41fc5fd779c9
44.0,1.1,0.022727272727272728,0.8409090909090909,0.0,4.2272727272727275,4.0,3.6849999999999996,0.36849999999999994,3.5222052067381333,1,train,call_450b4e13468b
55.0,1.375,0.0,0.8727272727272727,0.0,4.109090909090909,1.0,12.580000000000002,0.31450000000000006,3.5236938031591767,1,train,call_4789ebd9b148
24.0,0.6,0.0,0.7916666666666666,0.041666666666666664,3.875,2.0,8.150000000000002,0.4075000000000001,2.446183953033268,0,val,call_47bef2f628eb
19.0,0.475,0.0,0.8947368421052632,0.0,3.8947368421052633,2.0,7.08,0.354,1.7730496453900721,0,train,call_486215b37ca1
18.0,0.45,0.0,0.9444444444444444,0.0,3.6666666666666665,3.0,3.549999999999999,0.26624999999999993,2.1301775147928983,0,train,call_488e7b893457
50.0,1.25,0.0,0.78,0.02,4.02,4.0,4.125,0.4125,2.318181818181818,0,train,call_4ac92327c83b
40.0,1.0,0.0,0.85,0.0,3.95,1.0,14.840000000000003,0.3710000000000001,3.453947368421052,1,val,call_4affad158a4c
38.0,0.95,0.0,0.9473684210526315,0.0,4.552631578947368,3.0,5.626666666666668,0.42200000000000004,3.470031545741326,1,train,call_4b1bec58d02d
27.0,0.675,0.0,1.0,0.0,3.925925925925926,2.0,9.52,0.476,2.4280575539568345,0,train,call_4baef170cf46
13.0,0.325,0.0,0.9230769230769231,0.0,4.3076923076923075,1.0,28.959999999999997,0.724,1.5053763440860226,0,train,call_4c278007298d
18.0,0.45,0.0,0.5,0.0,4.111111111111111,0.0,0.0,0.0,0.5825242718446603,0,train,call_4c8c40f7c2fd
58.0,1.45,0.0,0.8793103448275862,0.0,4.517241379310345,3.0,3.6600000000000037,0.2745000000000003,3.4364261168384904,1,train,call_4cd5b14fbe3c
23.0,0.575,0.08695652173913043,1.0,0.0,4.3478260869565215,1.0,11.98,0.2995,3.9518900343642596,1,train,call_4d8129939686
19.0,0.475,0.0,0.7894736842105263,0.0,3.9473684210526314,3.0,3.086666666666668,0.2315000000000001,0.9013282732447818,0,train,call_4e60206f7e8a
41.0,1.025,0.024390243902439025,0.9024390243902439,0.0,4.341463414634147,1.0,14.020000000000003,0.3505000000000001,3.2674772036474153,1,train,call_4e9cec0da4ea
21.0,0.525,0.0,0.9047619047619048,0.0,5.0,2.0,7.590000000000002,0.37950000000000006,2.741514360313317,0,train,call_4f0dad5104b3
24.0,0.6,0.0,0.8333333333333334,0.0,3.5833333333333335,2.0,11.48,0.5740000000000001,2.8985507246376856,0,train,call_51851f91f064
47.0,1.175,0.0,0.7021276595744681,0.0,3.7872340425531914,3.0,6.573333333333335,0.49300000000000016,4.465849387040282,0,train,call_5273f6be303c
28.0,0.7,0.0,1.0,0.0,5.142857142857143,1.0,7.860000000000003,0.19650000000000006,1.78343949044586,1,train,call_52ba7c3bd761
53.0,1.325,0.0,0.7547169811320755,0.018867924528301886,4.377358490566038,1.0,12.640000000000004,0.3160000000000001,3.5145888594164467,1,train,call_52bfee0220ab
38.0,0.95,0.02631578947368421,0.8157894736842105,0.0,4.631578947368421,2.0,8.59,0.4295,3.1404958677685935,1,train,call_54a09817b7e2
16.0,0.4,0.0,1.0,0.0,3.6875,1.0,9.540000000000003,0.23850000000000007,1.7543859649122813,0,train,call_565b6523733e
20.0,0.5,0.05,0.95,0.0,3.6,1.0,13.600000000000001,0.34,2.2883295194508015,0,train,call_568b5e814bc3
28.0,0.7,0.0,1.0,0.0,4.928571428571429,2.0,3.4399999999999995,0.172,2.064896755162242,0,val,call_569ffb0869eb
4.0,0.1,0.0,0.5,0.0,3.5,1.0,16.54,0.4135,1.9047619047619035,1,train,call_56f58de34ea0
39.0,0.975,0.0,0.7435897435897436,0.0,3.769230769230769,0.0,0.0,0.0,1.330150068212824,1,train,call_578504f9f39e
15.0,0.375,0.0,1.0,0.0,4.666666666666667,2.0,11.249999999999996,0.5624999999999998,2.4547803617571047,0,train,call_57f113803718
29.0,0.725,0.0,0.896551724137931,0.0,4.103448275862069,2.0,6.119999999999999,0.30599999999999994,3.598014888337471,1,train,call_5823cd70919d
48.0,1.2,0.0,0.875,0.0,4.395833333333333,3.0,4.866666666666666,0.365,3.5346097201767313,1,train,call_58a0f7394bc3
13.0,0.325,0.0,0.9230769230769231,0.0,4.3076923076923075,3.0,6.800000000000002,0.5100000000000001,0.906735751295337,0,val,call_58ed2170e352
19.0,0.475,0.0,0.9473684210526315,0.0,4.7368421052631575,1.0,0.6600000000000001,0.016500000000000004,0.6283068783068783,0,train,call_5a6307557d57
2.0,0.05,0.0,0.5,0.5,10.0,1.0,17.88,0.44699999999999995,0.714285714285715,1,train,call_5a7a7e3c9588
30.0,0.75,0.03333333333333333,0.8333333333333334,0.06666666666666667,5.066666666666666,6.0,2.2099999999999995,0.3314999999999999,1.648351648351648,0,train,call_5c9d19646f57
34.0,0.85,0.0,0.8823529411764706,0.0,4.264705882352941,1.0,12.900000000000002,0.32250000000000006,3.214285714285714,1,train,call_5d86f0ca06aa
9.0,0.225,0.0,0.5555555555555556,0.0,3.3333333333333335,0.0,0.0,0.0,0.37942664418212474,1,val,call_5e4539a471f6
27.0,0.675,0.0,0.9259259259259259,0.037037037037037035,4.407407407407407,3.0,4.646666666666667,0.3485000000000001,2.5092936802973997,0,train,call_5f7a4b3e8ca9
31.0,0.775,0.06451612903225806,0.9032258064516129,0.03225806451612903,4.064516129032258,4.0,4.795000000000001,0.4795000000000001,3.400000000000005,1,val,call_6058d9c5c82f
10.0,0.25,0.1,1.0,0.0,4.1,3.0,5.8066666666666675,0.43550000000000005,1.379310344827586,0,train,call_60ffdefc5f5a
46.0,1.15,0.043478260869565216,0.43478260869565216,0.0,3.5652173913043477,2.0,4.960000000000001,0.24800000000000005,2.2115384615384617,0,train,call_624a4731ab56
38.0,0.95,0.0,0.7894736842105263,0.0,4.7631578947368425,5.0,5.703999999999994,0.7129999999999993,3.6259541984732713,0,train,call_63a156c6b8d9
34.0,0.85,0.058823529411764705,0.8823529411764706,0.029411764705882353,4.382352941176471,3.0,9.426666666666668,0.7070000000000001,3.5225048923679076,0,val,call_64637c20ee66
20.0,0.5,0.0,0.7,0.0,4.8,4.0,4.699999999999999,0.4699999999999999,1.1682242990654206,0,train,call_65a7cdefc22d
48.0,1.2,0.0625,0.875,0.0,3.9583333333333335,3.0,2.986666666666667,0.22400000000000003,3.803486529318544,1,train,call_6756c4a91509
33.0,0.825,0.0,0.9090909090909091,0.0,4.454545454545454,2.0,6.829999999999999,0.34149999999999997,2.3578363384188616,0,val,call_678ee1dd2242
14.0,0.35,0.0,1.0,0.0,4.428571428571429,1.0,8.16,0.20400000000000001,3.6458333333333335,1,train,call_68544c09a58b
28.0,0.7,0.03571428571428571,0.8571428571428571,0.0,4.25,1.0,15.599999999999998,0.38999999999999996,2.0341207349081354,0,val,call_6971b2685c1d
49.0,1.225,0.02040816326530612,0.8571428571428571,0.0,4.081632653061225,3.0,7.573333333333333,0.568,3.2828282828282833,1,train,call_6afd8cabf618
27.0,0.675,0.0,0.9259259259259259,0.0,3.925925925925926,1.0,10.32,0.258,3.0133928571428563,0,train,call_6b0cc9c966a1
21.0,0.525,0.047619047619047616,0.9047619047619048,0.0,4.428571428571429,2.0,9.08,0.454,3.6842105263157934,1,train,call_6b31fbd81fc3
50.0,1.25,0.02,0.74,0.0,3.74,1.0,13.240000000000002,0.33100000000000007,4.083204930662558,1,train,call_6b6499e4474f
51.0,1.275,0.058823529411764705,0.9019607843137255,0.0,4.294117647058823,1.0,6.980000000000004,0.1745000000000001,3.4255599472990794,1,val,call_6c8d4490f8d7
26.0,0.65,0.0,0.9615384615384616,0.0,4.115384615384615,1.0,2.4,0.06,1.675257731958763,0,train,call_6d88a2e95795
38.0,0.95,0.07894736842105263,0.7894736842105263,0.0,4.2368421052631575,5.0,2.1879999999999997,0.27349999999999997,2.5188916876574297,1,train,call_6dfa70c50ea5
39.0,0.975,0.05128205128205128,0.8717948717948718,0.0,4.0,1.0,6.260000000000002,0.15650000000000003,2.5806451612903216,0,train,call_6e83cb807322
42.0,1.05,0.023809523809523808,0.7857142857142857,0.0,4.095238095238095,4.0,2.7799999999999994,0.2779999999999999,3.179190751445085,1,train,call_70101b573bb2
49.0,1.225,0.0,0.8163265306122449,0.0,4.489795918367347,3.0,4.033333333333334,0.30250000000000005,3.137003841229193,1,train,call_70de89818ee5
1.0,0.025,0.0,1.0,0.0,7.0,1.0,31.38,0.7845,0.7194244604316551,0,train,call_716d56beca2a
32.0,0.8,0.0,0.90625,0.0,4.1875,1.0,10.660000000000004,0.26650000000000007,2.7508090614886744,1,train,call_71fec5a6b017
38.0,0.95,0.02631578947368421,0.8947368421052632,0.0,4.368421052631579,4.0,3.82,0.382,2.8653295128939806,1,val,call_743448b8a861
26.0,0.65,0.07692307692307693,0.9615384615384616,0.0,4.423076923076923,4.0,4.979999999999999,0.4979999999999999,2.7777777777777772,0,val,call_74b20933dd43
7.0,0.175,0.0,1.0,0.0,4.142857142857143,0.0,0.0,0.0,1.4035087719298247,0,train,call_750153d8eb40
35.0,0.875,0.02857142857142857,0.9428571428571428,0.0,3.6857142857142855,2.0,10.66,0.533,4.235294117647059,1,train,call_7519d635bbbb
72.0,1.8,0.05555555555555555,0.7777777777777778,0.0,4.041666666666667,3.0,3.3866666666666685,0.2540000000000001,4.013015184381781,1,train,call_7601ac7d4fbf
37.0,0.925,0.0,0.8648648648648649,0.0,4.324324324324325,2.0,6.469999999999999,0.32349999999999995,2.892561983471074,1,train,call_76856257e3ef
25.0,0.625,0.04,0.88,0.0,4.36,4.0,4.035000000000003,0.4035000000000003,1.649746192893402,0,train,call_7744ab92baa3
27.0,0.675,0.0,0.7777777777777778,0.14814814814814814,3.814814814814815,3.0,4.586666666666666,0.344,3.8681948424068766,1,train,call_794031bf2233
56.0,1.4,0.017857142857142856,0.9464285714285714,0.0,4.053571428571429,4.0,3.799999999999999,0.3799999999999999,4.283604135893647,1,train,call_7a250598cb8b
32.0,0.8,0.0,0.8125,0.0,3.8125,1.0,10.8,0.27,2.9552715654952095,1,train,call_7a345e2b0f37
41.0,1.025,0.024390243902439025,0.9512195121951219,0.0,4.658536585365853,2.0,6.319999999999999,0.31599999999999995,2.81980742778542,1,train,call_7ae75e4aa32f
5.0,0.125,0.2,1.0,0.0,4.6,1.0,31.740000000000002,0.7935000000000001,2.5510204081632732,1,train,call_7b14e69a57bd
25.0,0.625,0.0,1.0,0.0,4.52,2.0,5.46,0.273,2.8969957081545057,1,val,call_7b1e73c133f8
27.0,0.675,0.0,0.8888888888888888,0.0,4.407407407407407,0.0,0.0,0.0,3.139534883720931,1,train,call_7d4f3b80384e
45.0,1.125,0.0,0.7777777777777778,0.0,3.977777777777778,2.0,5.16,0.258,3.4836065573770494,1,train,call_7d5b26105bb5
28.0,0.7,0.03571428571428571,0.8928571428571429,0.0,4.428571428571429,3.0,6.133333333333333,0.45999999999999996,2.415458937198067,0,train,call_7f82debeb19b
34.0,0.85,0.0,0.7941176470588235,0.0,3.9411764705882355,0.0,0.0,0.0,1.1235955056179776,1,train,call_802282383eb2
32.0,0.8,0.0,0.90625,0.0,4.28125,2.0,7.839999999999999,0.39199999999999996,2.805280528052805,1,val,call_810c24005ecc
32.0,0.8,0.0,0.8125,0.0,4.15625,4.0,3.8450000000000015,0.3845000000000002,3.609341825902338,1,val,call_810e3066a7b4
22.0,0.55,0.045454545454545456,1.0,0.0,4.454545454545454,2.0,6.100000000000001,0.30500000000000005,2.9598308668076125,1,train,call_81b12145be34
30.0,0.75,0.0,0.8333333333333334,0.0,4.366666666666666,1.0,11.9,0.2975,1.7960602549246816,0,train,call_81b98c77cf99
41.0,1.025,0.024390243902439025,0.8048780487804879,0.0,3.975609756097561,4.0,3.0900000000000007,0.30900000000000005,2.929687500000001,1,train,call_850d796d23a7
58.0,1.45,0.0,0.8448275862068966,0.0,4.0344827586206895,4.0,3.084999999999999,0.3084999999999999,3.414351851851849,1,train,call_8570ae0e7d61
29.0,0.725,0.06896551724137931,0.9655172413793104,0.0,4.9655172413793105,1.0,10.36,0.259,2.047146401985112,0,train,call_8834a90f11cd
60.0,1.5,0.03333333333333333,0.8,0.0,3.683333333333333,2.0,5.99,0.2995,3.710045662100456,1,train,call_8893de2fe204
42.0,1.05,0.09523809523809523,0.8809523809523809,0.0,4.642857142857143,2.0,6.880000000000003,0.34400000000000014,3.338278931750744,1,train,call_88cd54e1e505
64.0,1.6,0.015625,0.84375,0.0,4.140625,2.0,5.860000000000001,0.29300000000000004,3.7746806039488985,1,train,call_88d7858b7921
33.0,0.825,0.0,0.8181818181818182,0.0,4.0,4.0,0.7099999999999991,0.07099999999999991,1.3354281225451685,0,train,call_893d552b156a
29.0,0.725,0.0,0.9310344827586207,0.0,4.413793103448276,1.0,8.120000000000001,0.203,2.015604681404421,0,train,call_8a3996f823e4
58.0,1.45,0.034482758620689655,0.8448275862068966,0.0,4.103448275862069,1.0,13.340000000000003,0.3335000000000001,3.8926174496644292,1,train,call_8a570a10920b
20.0,0.5,0.05,0.9,0.05,4.15,4.0,5.180000000000001,0.518,2.385892116182572,0,train,call_8a61615c9927
27.0,0.675,0.037037037037037035,0.8518518518518519,0.07407407407407407,4.37037037037037,5.0,3.7540000000000004,0.46925000000000006,1.822197680839316,0,train,call_8a9391c1823b
33.0,0.825,0.0,0.8787878787878788,0.0,4.151515151515151,2.0,6.050000000000001,0.30250000000000005,2.863128491620112,1,train,call_8ade6f74aa33
36.0,0.9,0.08333333333333333,0.9444444444444444,0.0,3.8333333333333335,2.0,6.039999999999999,0.30199999999999994,4.04494382022472,1,train,call_8ae3fce602f3
50.0,1.25,0.0,0.76,0.0,4.28,1.0,10.599999999999998,0.26499999999999996,3.2075471698113205,1,train,call_8c2ebe3761bb
48.0,1.2,0.0,0.8333333333333334,0.0,3.9375,3.0,3.900000000000002,0.29250000000000015,3.1812725090036023,1,train,call_8c6b33721067
47.0,1.175,0.02127659574468085,0.9574468085106383,0.0,4.276595744680851,2.0,6.390000000000001,0.3195,3.398058252427185,1,val,call_8cafd2754e55
45.0,1.125,0.022222222222222223,0.8,0.0,3.8,3.0,4.833333333333336,0.36250000000000016,3.623188405797104,1,train,call_8d3ea77f4bb4
25.0,0.625,0.0,0.92,0.0,3.88,2.0,5.790000000000004,0.2895000000000002,2.3636363636363664,0,train,call_8d6cd93e02b8
40.0,1.0,0.0,0.9,0.0,4.8,3.0,4.080000000000001,0.3060000000000001,3.16265060240964,1,val,call_8d75a71e6126
26.0,0.65,0.07692307692307693,0.8846153846153846,0.038461538461538464,4.6923076923076925,3.0,7.2,0.54,3.194103194103192,0,val,call_8da8b9947630
43.0,1.075,0.0,0.9534883720930233,0.0,4.372093023255814,1.0,13.620000000000001,0.3405,3.299120234604107,1,train,call_8e6c9fa78a21
59.0,1.475,0.0,0.864406779661017,0.0,4.11864406779661,1.0,12.920000000000002,0.32300000000000006,3.8944723618090458,1,train,call_8ed994ce484f
49.0,1.225,0.0,0.7346938775510204,0.0,3.9591836734693877,3.0,3.933333333333334,0.29500000000000004,3.1812725090036014,1,train,call_8ee1e10130a2
61.0,1.525,0.0,0.8032786885245902,0.0,4.131147540983607,1.0,10.620000000000001,0.2655,3.316062176165804,1,train,call_8f8e2145bc91
60.0,1.5,0.03333333333333333,0.8333333333333334,0.0,4.55,2.0,6.219999999999999,0.31099999999999994,3.708133971291866,1,train,call_9083846f078a
32.0,0.8,0.03125,0.84375,0.0,4.34375,2.0,4.970000000000001,0.24850000000000003,2.972027972027973,1,train,call_91a25cd95998
